	Hairpin	Distance_PRE	PRE	score_kf19	PcG_OR	PcG_pval	trxG_OR	trxG_pval	PcG_complex	PcG_genes	trxG_complex	trxG_genes
dme-miR-4966-5p	dme-mir-4966	7853.0	X:19549968..19550517	0.84	3.6047048379937863	0.0093783484445228	0.30748010610079574	0.958351188966653	PRC1, PRC2, PhoRC, dRAF, PR-DUB	"Pc [-0.170] ,
 Su(z)2 [-0.116] ,
 Sce [-0.609] ,
 Jing [-0.466] ,
 Pho [-0.001] ,
 Asx [-0.060] ,
 Calypso [-0.182]"	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Rbbp5 [-0.226]
dme-miR-4967-3p	dme-mir-4967	12697.0	2R:10024896..10026395	0.87	2.0600842418235876	0.11068294891978117	0.4565611605670953	0.9264216033085824	PRC1, PRC2, PhoRC, dRAF	"Su(z)2 [-0.056] ,
 Su(z)12 [-0.136] ,
 Pcl [-0.253] ,
 Jarid2 [-0.135] ,
 Jing [-0.466] ,
 dSfmbt [-0.243]"	TAC1, COMPASS-SET1	"Sbf [-0.146] ,
 Cfp1 [-0.007]"
dme-miR-4967-5p	dme-mir-4967	12697.0	2R:10024896..10026395	0.87	1.0801033591731266	0.5318944806726604	2.164078056551175	0.06225297142672943	PRC1, PRC2, PhoRC, dRAF	"Pc [-0.628] ,
 Su(z)2 [-0.078] ,
 Jing [-0.066] ,
 Pho [-0.002]"	TAC1, COMPASS-SET1, COMPASS-TRX, ASH1, BAP, PBAP	"Sbf [-0.019] ,
 dSET1 [-0.778] ,
 Mnn1 [-0.677] ,
 fs(1)h [-0.116] ,
 brm [-0.209] ,
 osa [-0.459] ,
 Act5C [-0.578] ,
 BAP170 [-0.001]"
dme-miR-4968-3p	dme-mir-4968	458.0	3L:11553151..11553700	0.855	3.163217031342401	0.08483985756998227			PRC1, PRC2	"Pc [-0.436] ,
 Su(z)12 [-0.314] ,
 Esc [-0.064]"		
dme-miR-4968-5p	dme-mir-4968	458.0	3L:11553151..11553700	0.855	3.059916509781452	0.09127181069362222			PRC1, PR-DUB, PRE-binding/Recruiters	"Ph-d [-0.093] ,
 Calypso [-0.338] ,
 Cg [-0.138]"		
dme-miR-4969-3p	dme-mir-4969	758.0	3R:21799429..21800278	0.9			3.3625974025974026	0.2659276264757257			COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Wds [-0.052]
dme-miR-4969-5p	dme-mir-4969	758.0	3R:21799429..21800278	0.9	2.491664077870974	0.10088133315749209	1.4605295117804227	0.36078952973026573	PRC1, PRC2, PhoRC	"Pc [-0.929] ,
 Scm [-0.404] ,
 Jarid2 [-0.325] ,
 Phol [-0.216]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	"Sbf [-0.022] ,
 Ash2 [-1.206] ,
 Trr [-0.031]"
dme-miR-4970-5p	dme-mir-4970	42266.0	2L:10784151..10784700	0.81	1.6480331262939958	0.4662546529213807	2.8912352406902815	0.16512224573931988	PRC1	Ph-p [-0.530]	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.003] ,
 brm [-0.395]"
dme-miR-4971-5p	dme-mir-4971	14701.0	2L:3478101..3478800	0.875	2.8849658314350797	0.1677975564719642	1.1509090909090909	0.5891005771124449	PRC2, PhoRC	"Jing [-0.038] ,
 Pho [-0.005]"	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Rbbp5 [-0.355]
dme-miR-4972-3p	dme-mir-4972	4653.0	2L:3631951..3632420	0.875	2.8806085861033046	0.047502276536607255	0.8136811832374692	0.7098154820638959	PRC2, PhoRC, PRE-binding/Recruiters	"Esc [-0.336] ,
 Jarid2 [-0.451] ,
 Pho [-0.001] ,
 dSfmbt [-0.170] ,
 Cg [-0.007]"	TAC1, PBAP	"nej [-0.308] ,
 BAP170 [-0.047]"
dme-miR-4972-5p	dme-mir-4972	4653.0	2L:3631951..3632420	0.875								
dme-miR-4973-3p	dme-mir-4973	0.0	2L:20561351..20562400	0.9	2.396	0.22041798078814767	0.9561977186311788	0.6557727948807859	PRC2, PR-DUB	"Pcl [-0.145] ,
 Asx [-0.036]"	BAP	osa [-0.065]
dme-miR-4973-5p	dme-mir-4973	0.0	2L:20561351..20562400	0.9	1.4669440591770688	0.5053526738084259	2.5727899432278996	0.19654417963178925	PR-DUB	Asx [-0.368]	ASH1, BAP, PBAP	"fs(1)h [-0.123] ,
 Act5C [-0.000]"
dme-miR-4974-3p	dme-mir-4974	42033.0	2L:21221301..21221900	0.85	2.6129032258064515	0.02179698507726232	1.6317530319735392	0.15690088761334586	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Pc [-0.519] ,
 Ph-p [-0.797] ,
 Scm [-0.270] ,
 Su(z)12 [-0.070] ,
 Pcl [-0.593] ,
 Jarid2 [-0.152] ,
 Pho [-1.149] ,
 dSfmbt [-1.411] ,
 Kdm2 [-0.243] ,
 Asx [-0.083] ,
 Spps [-1.505]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, PBAP	"trx [-0.162] ,
 nej [-0.160] ,
 Sbf [-0.036] ,
 dSET1 [-0.331] ,
 Rbbp5 [-0.464] ,
 Hcf [-0.011] ,
 Mnn1 [-0.093] ,
 Trr [-0.477] ,
 fs(1)h [-0.159] ,
 BAP170 [-0.006]"
dme-miR-4974-5p	dme-mir-4974	42033.0	2L:21221301..21221900	0.85								
dme-miR-4975-5p	dme-mir-4975	53178.0	2R:6653546..6654095	0.915	3.690381331815595	0.005841373732223003	1.9342239909039227	0.12676433397554196	PRC1, PRC2, PhoRC, dRAF	"Ph-p [-0.402] ,
 Ph-d [-0.047] ,
 Sce [-0.030] ,
 Su(z)12 [-0.106] ,
 Esc [-0.967] ,
 Pcl [-0.017] ,
 Jing [-0.355] ,
 Pho [-0.006]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"nej [-0.338] ,
 Hcf [-0.246] ,
 Trr [-0.045] ,
 fs(1)h [-0.170] ,
 brm [-0.005] ,
 mor [-0.563]"
dme-miR-4976-3p	dme-mir-4976	3261.0	2R:6838896..6839545	0.85			1.4876967930029155	0.49900087474752686			BAP, PBAP	Bap60 [-0.596]
dme-miR-4976-5p	dme-mir-4976	3261.0	2R:6838896..6839545	0.85								
dme-miR-4977-3p	dme-mir-4977	11459.0	2R:7418296..7418945	0.82	1.11439212556531	0.6020684851402844	3.063388866314506	0.08868556304915477	PRC1	Pc [-0.660]	TAC1, COMPASS-TRX, BAP, PBAP	"trx [-0.050] ,
 osa [-0.038] ,
 Act5C [-0.433]"
dme-miR-4977-5p	dme-mir-4977	11459.0	2R:7418296..7418945	0.82	2.314652864536855	0.047215068870006	2.089688328912467	0.056640401306182	PRC1, PRC2, PhoRC, dRAF, PRE-binding/Recruiters	"Pc [-0.390] ,
 Psc [-0.449] ,
 Scm [-0.558] ,
 Escl [-0.389] ,
 Jarid2 [-0.177] ,
 Jing [-0.060] ,
 Pho [-0.007] ,
 dSfmbt [-0.000] ,
 Cg [-0.296]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"trx [-0.078] ,
 nej [-0.334] ,
 Sbf [-0.267] ,
 Wds [-1.011] ,
 Hcf [-0.009] ,
 Mnn1 [-0.226] ,
 fs(1)h [-1.334] ,
 Act5C [-0.439] ,
 e(y)3 [-0.568] ,
 BAP170 [-0.003]"
dme-miR-4979-3p	dme-mir-4979	19987.0	2R:23754128..23754827	0.815	2.551111111111111	0.09490698538082018	0.9543726235741445	0.6292710664306471	PRC1, PhoRC, dRAF, PR-DUB	"Ph-d [-0.305] ,
 dSfmbt [-0.112] ,
 Kdm2 [-0.311] ,
 Asx [-0.188]"	COMPASS-SET1, COMPASS-TRX, ASH1	"Hcf [-0.261] ,
 Ash1 [-0.313]"
dme-miR-4979-5p	dme-mir-4979	19987.0	2R:23754128..23754827	0.815	2.7493438320209975	0.018232414647637363	2.8291905074570867	0.008658257253188372	PRC1, PRC2, PhoRC, dRAF, PRE-binding/Recruiters	"Psc [-0.515] ,
 Su(z)2 [-0.595] ,
 Sce [-1.098] ,
 Scm [-0.282] ,
 Pcl [-0.083] ,
 Jing [-0.248] ,
 Pho [-0.002] ,
 dSfmbt [-0.322] ,
 Cg [-0.297] ,
 Spps [-0.282]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP, KIS	"nej [-1.662] ,
 Sbf [-0.216] ,
 dSET1 [-0.977] ,
 Wds [-0.046] ,
 Hcf [-0.467] ,
 Mnn1 [-1.050] ,
 Ash1 [-0.317] ,
 fs(1)h [-0.941] ,
 osa [-0.783] ,
 e(y)3 [0.000] ,
 BAP170 [-0.001] ,
 Kis [-0.401]"
dme-miR-4980-3p	dme-mir-4980	40477.0	2R:7745096..7745845	0.84	2.459375	0.21233411489143045			PRC2, PRE-binding/Recruiters	"Esc [-0.296] ,
 Cg [-0.100]"		
dme-miR-4981-3p	dme-mir-4981	1254.0	2R:8012896..8013995	0.865	1.8902691511387164	0.4222332194433441	3.317497403946002	0.1334923767751352	PR-DUB	Asx [-0.083]	COMPASS-SET1, BAP, PBAP	"Cfp1 [-0.007] ,
 Act5C [-0.000]"
dme-miR-4982-3p	dme-mir-4982	1674.0	2R:18717196..18718495	0.84	0.9736575481256332	0.6505151817962508	2.675305204540587	0.11878547503441457	PRC2	Su(z)12 [-0.061]	ASH1, BAP, PBAP	"fs(1)h [-0.302] ,
 Bap60 [-0.417] ,
 Act5C [-0.601]"
dme-miR-4982-5p	dme-mir-4982	1674.0	2R:18717196..18718495	0.84	2.809705119896306	0.037748874696864915	1.3598117093262725	0.3687485002155695	PRC1, PRC2, PhoRC, PR-DUB, PRE-binding/Recruiters	"Pc [-0.216] ,
 Scm [-0.141] ,
 Pho [-0.399] ,
 dSfmbt [-0.244] ,
 Asx [-0.056] ,
 Cg [-0.048]"	TAC1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"trx [-0.119] ,
 Trr [-0.086] ,
 mor [-0.542] ,
 Act5C [-0.183]"
dme-miR-4983-3p	dme-mir-4983	5969.0	2R:19630446..19631445	0.84	2.8731476424540325	0.026161456030954863	1.4635128464915699	0.2954545915565375	PRC1, PRC2, dRAF	"Pc [-0.180] ,
 Su(z)2 [-0.282] ,
 Ph-p [-0.146] ,
 Ph-d [-0.312] ,
 Escl [-0.810] ,
 Jing [-0.101] ,
 Kdm2 [-0.025]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, KIS	"Sbf [-0.039] ,
 Ash2 [-0.693] ,
 Hcf [-0.021] ,
 Mnn1 [-0.235] ,
 Kis [-0.109]"
dme-miR-4983-5p	dme-mir-4983	5969.0	2R:19630446..19631445	0.84	2.9770334928229665	0.09690131101651538			PRC2, PhoRC	"Jing [-0.192] ,
 Pho [-0.002] ,
 dSfmbt [-0.139]"		
dme-miR-4984-3p	dme-mir-4984	30162.0	2L:8110901..8111500	0.815	1.9069775254476433	0.16189043282908447	1.9457142857142857	0.12445710721862738	PRC2, PhoRC, PR-DUB	"Escl [-0.457] ,
 Jing [-0.161] ,
 Pho [-0.003] ,
 dSfmbt [-0.109] ,
 Calypso [-0.476]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1	"trx [-0.153] ,
 Sbf [-0.032] ,
 Wds [-0.141] ,
 Hcf [-0.000] ,
 Mnn1 [-0.040] ,
 fs(1)h [-0.361]"
dme-miR-4984-5p	dme-mir-4984	30162.0	2L:8110901..8111500	0.815			0.85419795221843	0.6959892093174261			ASH1	fs(1)h [-0.036]
dme-miR-4985-3p	dme-mir-4985	554.0	2R:24292228..24293677	0.86	3.5385878489326763	0.25585685311252954	6.226878612716763	0.04659838540578509	PRC1, dRAF	Su(z)2 [-0.045]	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	"Sbf [-0.152] ,
 Wds [-0.019]"
dme-miR-4985-5p	dme-mir-4985	554.0	2R:24292228..24293677	0.86	1.7958848963769196	0.26124146058469344	1.4830644168000986	0.35240266229739114	PhoRC, PR-DUB, PRE-binding/Recruiters	"Phol [-0.128] ,
 Asx [-0.418] ,
 Cg [-0.355]"	COMPASS-SET1, COMPASS-TRX, ASH1, KIS	"Hcf [-0.000] ,
 fs(1)h [-0.063] ,
 Kis [-0.524]"
dme-miR-4986-3p	dme-mir-4986	18730.0	3L:9714501..9715050	0.815								
dme-miR-4986-5p	dme-mir-4986	18730.0	3L:9714501..9715050	0.815	2.862620053784095	0.10544218016431162	1.5080174927113703	0.3987479409795738	PRC1, PRC2, PhoRC, dRAF	"Sce [-0.029] ,
 Jing [-0.021] ,
 Pho [-0.428]"	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"Wds [-0.024] ,
 Bap111 [-0.453]"
dme-miR-4987-3p	dme-mir-4987	1625.0	2L:10842101..10842650	0.92								
dme-miR-4987-5p	dme-mir-4987	1625.0	2L:10842101..10842650	0.92	4.698262724779031	0.008129240404035908	0.6352577319587629	0.7956819830201449	PRC2, PhoRC, PRE-binding/Recruiters	"Pcl [-0.196] ,
 Jarid2 [-0.163] ,
 Jing [-0.037] ,
 Pho [-0.001] ,
 Cg [-0.276]"	PBAP	e(y)3 [-0.000]
dme-miR-5-3p	dme-mir-5	1581.0	2R:19658896..19659645	0.845			1.370284065690191	0.444351003984417			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-5-5p	dme-mir-5	1581.0	2R:19658896..19659645	0.845	0.9412874500037733	0.66260923724674	0.7904278922345483	0.7231452489594172	PRC2	Escl [-0.342]	COMPASS-SET1, COMPASS-TRX	Hcf [-0.268]
dme-miR-6-1-5p	dme-mir-6-1	1439.0	2R:19658896..19659645	0.845	0.9555963864645537	0.6572171974778191	0.802443729903537	0.7179077904583511	PRC2	Su(z)12 [-0.073]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Wds [-0.133]
dme-miR-6-2-5p	dme-mir-6-2	1297.0	2R:19658896..19659645	0.845	1.5007680491551458	0.4975847326468079			PhoRC	Pho [-0.002]		
dme-miR-6-3-5p	dme-mir-6-3	1150.0	2R:19658896..19659645	0.845	1.8963061860258121	0.42123878435335543			dRAF	Kdm2 [-0.076]		
dme-miR-6-3p	dme-mir-6-3	1150.0	2R:19658896..19659645	0.845			1.3270887166236003	0.4600771239709164			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-6-3p	dme-mir-6-3	1150.0	2R:19658896..19659645	0.845			1.3270887166236003	0.4600771239709164			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-6-3p	dme-mir-6-3	1150.0	2R:19658896..19659645	0.845			1.3270887166236003	0.4600771239709164			TAC1, COMPASS-TRX	"nej [-0.185] ,
 Mnn1 [-0.589]"
dme-miR-7-3p	dme-mir-7	2072.0	2R:20603446..20603995	0.955	2.2670157068062826	0.0447546955688746	2.2676477924669496	0.0301532113067658	PRC1, PRC2, PhoRC, dRAF, PRE-binding/Recruiters	"Pc [-1.021] ,
 Psc [-0.182] ,
 Ph-d [-0.065] ,
 Sce [-0.034] ,
 Scm [-1.974] ,
 Esc [-0.070] ,
 Escl [-1.255] ,
 Pcl [-0.429] ,
 Jing [-0.059] ,
 Pho [-1.196] ,
 Spps [-0.415]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP, KIS	"trx [-0.093] ,
 nej [-1.255] ,
 Wds [-0.144] ,
 Hcf [-0.011] ,
 Cfp1 [-0.012] ,
 Mnn1 [-1.658] ,
 Ash1 [-0.422] ,
 fs(1)h [-0.264] ,
 brm [-0.623] ,
 mor [-0.310] ,
 Act5C [-0.524] ,
 e(y)3 [-0.125] ,
 Kis [-0.151]"
dme-miR-7-5p	dme-mir-7	2072.0	2R:20603446..20603995	0.955	1.3298643960895618	0.5393122285334446	1.1167328918322297	0.599920673118199	PRC2	Jing [-0.021]	BAP, PBAP	Act5C [-0.018]
dme-miR-79-3p	dme-mir-79	4854.0	2L:16692901..16693700	0.86	0.5165762507534659	0.8562903875083459	0.4337793851717902	0.899041575656712	PhoRC	Pho [-0.381]	COMPASS-SET1, COMPASS-TRX	Hcf [-0.576]
dme-miR-79-5p	dme-mir-79	4854.0	2L:16692901..16693700	0.86	0.6219088493766606	0.8027875518618252	1.0892409595417114	0.5606598720751839	PhoRC	Pho [-0.000]	TAC1, BAP, PBAP	"Sbf [-0.013] ,
 Act5C [-0.000]"
dme-miR-8-3p	dme-mir-8	24614.0	2R:16856046..16857445	0.81	2.3801012809055706	0.11336818652846191	1.3951863354037266	0.3864536228554877	PRC1, PRC2, dRAF, PR-DUB	"Sce [-0.903] ,
 Pcl [-0.408] ,
 Jing [-0.018] ,
 Calypso [-0.213]"	TAC1, COMPASS-TRX, ASH1, PBAP	"trx [-0.106] ,
 fs(1)h [-0.076] ,
 e(y)3 [-0.509]"
dme-miR-8-5p	dme-mir-8	24614.0	2R:16856046..16857445	0.81	6.018168964298338	0.0006608372468999042	1.673890087691107	0.28994935010299433	PRC1, PRC2, PhoRC, dRAF, PR-DUB	"Psc [-0.175] ,
 Esc [-0.437] ,
 Jarid2 [-0.182] ,
 Pho [-0.074] ,
 dSfmbt [-0.274] ,
 Kdm2 [-0.336] ,
 Asx [-0.142]"	COMPASS-SET1, COMPASS-TRX, ASH1, PBAP	"Hcf [-0.000] ,
 Ash1 [-0.507] ,
 BAP170 [-0.047]"
dme-miR-87-3p	dme-mir-87	20916.0	2L:9928551..9929600	0.81			0.7563525835866262	0.7383026133994588			COMPASS-TRX	Mnn1 [-0.251]
dme-miR-87-5p	dme-mir-87	20916.0	2L:9928551..9929600	0.81								
dme-miR-927-3p	dme-mir-927	21880.0	X:15987918..15988467	0.89	1.0607290873720714	0.6197781877618783	0.8907282415630551	0.6811380552449229	PRC2	Jing [-0.014]	TAC1	Sbf [-0.482]
dme-miR-927-5p	dme-mir-927	21880.0	X:15987918..15988467	0.89	2.764705882352941	0.05432198577784147	0.37455696202531646	0.9284576594251721	PRC2, dRAF, PR-DUB	"Su(z)12 [-0.230] ,
 Escl [-0.428] ,
 Jing [-0.161] ,
 Kdm2 [-0.383] ,
 Asx [-0.147]"	COMPASS-SET1, COMPASS-TRX	Hcf [-0.011]
dme-miR-929-3p	dme-mir-929	5491.0	3R:4289329..4289878	0.83	2.1889400921658986	0.3779652967820655			PRE-binding/Recruiters	Spps [-0.417]		
dme-miR-929-5p	dme-mir-929	5491.0	3R:4289329..4289878	0.83	0.44880100011364926	0.8912117616010355	0.785828025477707	0.7267073663085261	PRC2	Esc [-0.453]	ASH1, BAP, PBAP	"Ash1 [-0.345] ,
 brm [-0.484]"
dme-miR-92a-3p	dme-mir-92a	423.0	3R:25646929..25647678	0.8	4.1625536209941965	0.00464773088348712	0.35487565938206483	0.9377178290119518	PRC1, PRC2, PhoRC, dRAF	"Pc [-0.606] ,
 Su(z)2 [-0.342] ,
 Scm [-0.103] ,
 Pcl [-0.321] ,
 Jarid2 [-0.244] ,
 Pho [-0.481] ,
 Kdm2 [-0.329]"	COMPASS-SET1	dSET1 [-0.313]
dme-miR-92a-5p	dme-mir-92a	423.0	3R:25646929..25647678	0.8								
dme-miR-92b-3p	dme-mir-92b	3070.0	3R:25647829..25648328	0.845	4.169572908769269	0.0046086863373081535	0.35547169811320756	0.9374424437012223	PRC1, PRC2, PhoRC, dRAF	"Pc [-0.606] ,
 Su(z)2 [-0.342] ,
 Scm [-0.103] ,
 Pcl [-0.321] ,
 Jarid2 [-0.244] ,
 Pho [-0.481] ,
 Kdm2 [-0.329]"	COMPASS-SET1	dSET1 [-0.313]
dme-miR-92b-5p	dme-mir-92b	3070.0	3R:25647829..25648328	0.845			2.006875	0.4022667728485645			KIS	Kis [-0.207]
dme-miR-932-3p	dme-mir-932	67862.0	2L:6833351..6834200	0.895								
dme-miR-932-5p	dme-mir-932	67862.0	2L:6833351..6834200	0.895	2.9568170790878217	0.0638381599976357	0.5301849836779108	0.8491124094813818	PRC1, PhoRC, dRAF	"Psc [-0.196] ,
 Ph-d [-0.247] ,
 Pho [-0.023] ,
 dSfmbt [-0.104]"	COMPASS-TRX	Mnn1 [-0.068]
dme-miR-9369-3p	dme-mir-9369	801.0	X:19549968..19550517	0.84	1.7627172195892575	0.1596749439153877	2.363138686131387	0.03126679331896609	PRC1, PRC2, dRAF, PRE-binding/Recruiters	"Pc [-0.083] ,
 Psc [-0.090] ,
 Su(z)12 [-0.111] ,
 Escl [-0.300] ,
 Pcl [-0.153] ,
 Cg [-0.301] ,
 Spps [-0.256]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"trx [-0.165] ,
 dSET1 [-0.370] ,
 Rbbp5 [-0.416] ,
 Hcf [-0.435] ,
 Ash1 [-0.288] ,
 osa [-0.050] ,
 Act5C [-0.019] ,
 Bap55 [-0.618] ,
 Bap111 [-0.061] ,
 e(y)3 [-0.000]"
dme-miR-9369-5p	dme-mir-9369	801.0	X:19549968..19550517	0.84								
dme-miR-9370-3p	dme-mir-9370	23634.0	X:11686068..11686667	0.8			3.843525179856115	0.10549136947518516			TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	"nej [-0.059] ,
 Rbbp5 [-0.312]"
dme-miR-9370-5p	dme-mir-9370	23634.0	X:11686068..11686667	0.8	4.371308016877637	0.0036307008323618307	1.6980698859151897	0.24044056427037247	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Psc [-0.133] ,
 Su(z)2 [-0.110] ,
 Jarid2 [-0.083] ,
 Pho [-0.002] ,
 Asx [-0.168] ,
 Calypso [-0.015] ,
 Cg [-0.160]"	TAC1, COMPASS-TRX, ASH1, BAP	"nej [-0.071] ,
 Mnn1 [-0.345] ,
 fs(1)h [-0.227] ,
 osa [-0.006]"
dme-miR-9371-3p	dme-mir-9371	7642.0	3R:9980979..9981478	0.8	2.914156626506024	0.03285717546828403	1.4103062712688381	0.34560133687171646	PRC1, PRC2, PhoRC, PR-DUB, PRE-binding/Recruiters	"Ph-p [-0.452] ,
 Pcl [-0.302] ,
 Jing [-0.019] ,
 dSfmbt [-0.009] ,
 Calypso [-0.019] ,
 Cg [-0.295]"	COMPASS-SET1, COMPASS-TRX, ASH1, BAP, PBAP	"Hcf [-0.006] ,
 Mnn1 [-0.326] ,
 Ash1 [-0.366] ,
 brm [-0.000]"
dme-miR-9371-5p	dme-mir-9371	7642.0	3R:9980979..9981478	0.8	1.8945205479452054	0.30356895192836547	0.7563525835866262	0.7383026133994588	PRC1, dRAF	"Psc [-0.282] ,
 Kdm2 [-0.330]"	TAC1	Sbf [-0.187]
dme-miR-9372-3p	dme-mir-9372	18217.0	X:651968..652967	0.88	1.6975308641975309	0.3487865373920046	1.4141518061271148	0.4290997015945986	PRC2, PRE-binding/Recruiters	"Jarid2 [-0.284] ,
 Cg [-0.151]"	TAC1, COMPASS-TRX	"nej [-0.063] ,
 Mnn1 [-0.198]"
dme-miR-9372-5p	dme-mir-9372	18217.0	X:651968..652967	0.88	0.4838971363673238	0.8731681535653696	0.4063373083475298	0.9129017676403913	PRC2	Esc [-0.093]	BAP, PBAP	mor [-0.000]
dme-miR-9373-3p	dme-mir-9373	34891.0	3R:19656029..19656978	0.905	1.2003809523809523	0.5755035384372211	1.008	0.6367995520065672	PRC2	Pcl [-0.416]	TAC1	nej [-0.312]
dme-miR-9373-5p	dme-mir-9373	34891.0	3R:19656029..19656978	0.905	3.7987814166031986	0.003626736885661317	3.4302253590886576	0.0037432459137662537	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Su(z)2 [-1.483] ,
 Su(z)12 [-0.053] ,
 Esc [-1.118] ,
 Jing [-0.329] ,
 Pho [-0.002] ,
 Phol [-0.359] ,
 dSfmbt [-0.205] ,
 Asx [-0.191] ,
 Cg [-0.342]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP, KIS	"nej [-0.535] ,
 Sbf [-0.104] ,
 Wds [-0.505] ,
 Hcf [-0.275] ,
 Mnn1 [-0.527] ,
 fs(1)h [-1.098] ,
 Act5C [-0.391] ,
 e(y)3 [-0.455] ,
 Polybromo [-0.741] ,
 Kis [-0.142]"
dme-miR-9374-3p	dme-mir-9374	16401.0	2L:21221301..21221900	0.85			3.4301986754966887	0.26149627508596757			COMPASS-SET1	Cfp1 [-0.036]
dme-miR-9374-5p	dme-mir-9374	16401.0	2L:21221301..21221900	0.85	0.9304373787132408	0.666746972122715	0.7813166144200627	0.7271540561198602	PRE-binding/Recruiters	Cg [-0.057]	BAP, PBAP	mor [-0.479]
dme-miR-9375-3p	dme-mir-9375	20981.0	3R:6429829..6430628	0.8	2.084	0.2675481040660629			PRC1, PhoRC, dRAF	"Su(z)2 [-0.111] ,
 dSfmbt [-0.000]"		
dme-miR-9375-5p	dme-mir-9375	20981.0	3R:6429829..6430628	0.8								
dme-miR-9377-3p	dme-mir-9377	0.0	X:12664968..12665567	0.82	0.558206195099399	0.8348935061331881	1.531720521062426	0.33506470696170787	PRC2	Jarid2 [-0.140]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, PBAP	"Rbbp5 [-0.220] ,
 Cfp1 [-0.005] ,
 BAP170 [-0.829]"
dme-miR-9377-5p	dme-mir-9377	0.0	X:12664968..12665567	0.82	1.5421052631578946	0.391388200503644	2.0134744422017348	0.20903438076312236	PhoRC, dRAF	"Phol [-0.128] ,
 Kdm2 [-0.248]"	TAC1, BAP, PBAP	"nej [-0.273] ,
 Act5C [-0.533] ,
 BAP170 [-0.030]"
dme-miR-9378-3p	dme-mir-9378	32213.0	2L:10784151..10784700	0.81	3.477804681194512	0.25964295806196325	2.92045197740113	0.29906210274154593	PRC2	Su(z)12 [-0.097]	BAP, PBAP	Bap60 [-0.516]
dme-miR-9378-5p	dme-mir-9378	32213.0	2L:10784151..10784700	0.81			4.875120633082417	0.01345364198121033			COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"Mnn1 [-0.102] ,
 Trr [-0.072] ,
 mor [-0.396] ,
 Bap111 [-0.722]"
dme-miR-9379-3p	dme-mir-9379	25906.0	2R:13826146..13826995	0.86	1.2716198530152019	0.5550588494322507			PRC1, PRC2, PhoRC	Scm [-0.324]		
dme-miR-9379-5p	dme-mir-9379	25906.0	2R:13826146..13826995	0.86	4.33489827856025	0.02063629904383843	0.7761993769470406	0.7294196814769025	PRC1, PRC2, PhoRC	"Ph-d [-0.241] ,
 Scm [-0.143] ,
 Su(z)12 [-0.167] ,
 Jing [-0.267]"	KIS	Kis [-0.078]
dme-miR-9380-3p	dme-mir-9380	13400.0	3R:8333579..8335378	0.93			2.7302405498281788	0.180002196361789			COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, KIS	"Ash2 [-0.335] ,
 Kis [-0.121]"
dme-miR-9380-5p	dme-mir-9380	13400.0	3R:8333579..8335378	0.93			2.331858407079646	0.22650908346309323			TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	"nej [-0.941] ,
 Rbbp5 [-0.205]"
dme-miR-9381-3p	dme-mir-9381	16668.0	3R:23966329..23966828	0.855			2.1433333333333335	0.38262191693727243			BAP, PBAP	Bap60 [-0.305]
dme-miR-9381-5p	dme-mir-9381	16668.0	3R:23966329..23966828	0.855			2.1616806722689077	0.380123093999399			BAP, PBAP	Bap111 [-0.611]
